пара,день_X,метка,название,признак,порог,лид_тайм_дней,цензурировано,потолок_дней
IRN-USA,2019-01-03,0,контроль к «Сулеймани и удар по Айн-эль-Асад» (−1 г.),vol_ratio,2.5,,False,26
IRN-USA,2020-01-03,1,Сулеймани и удар по Айн-эль-Асад,z_tone,1.0,4.0,False,26
IRN-USA,2020-01-03,1,Сулеймани и удар по Айн-эль-Асад,z_tone,2.0,3.0,False,26
IRN-USA,2020-01-03,1,Сулеймани и удар по Айн-эль-Асад,z_vol,1.0,26.0,True,26
IRN-USA,2020-01-03,1,Сулеймани и удар по Айн-эль-Асад,z_vol,2.0,25.0,False,26
IRN-USA,2020-01-03,1,Сулеймани и удар по Айн-эль-Асад,vol_ratio,1.5,26.0,True,26
IRN-USA,2020-01-03,1,Сулеймани и удар по Айн-эль-Асад,vol_ratio,2.5,,False,26
IRN-USA,2024-06-13,0,контроль к «Двенадцатидневная война» (−1 г.),z_tone,1.0,,False,26
IRN-USA,2024-06-13,0,контроль к «Двенадцатидневная война» (−1 г.),z_tone,2.0,,False,26
IRN-USA,2024-06-13,0,контроль к «Двенадцатидневная война» (−1 г.),z_vol,1.0,21.0,False,26
IRN-USA,2024-06-13,0,контроль к «Двенадцатидневная война» (−1 г.),z_vol,2.0,19.0,False,26
IRN-USA,2024-06-13,0,контроль к «Двенадцатидневная война» (−1 г.),vol_ratio,1.5,21.0,False,26
IRN-USA,2024-06-13,0,контроль к «Двенадцатидневная война» (−1 г.),vol_ratio,2.5,,False,26
IRN-USA,2025-02-28,0,контроль к «Ирано-израильская война 2026» (−1 г.),z_tone,1.0,24.0,False,26
IRN-USA,2025-02-28,0,контроль к «Ирано-израильская война 2026» (−1 г.),z_tone,2.0,,False,26
IRN-USA,2025-02-28,0,контроль к «Ирано-израильская война 2026» (−1 г.),z_vol,1.0,21.0,False,26
IRN-USA,2025-02-28,0,контроль к «Ирано-израильская война 2026» (−1 г.),z_vol,2.0,20.0,False,26
IRN-USA,2025-02-28,0,контроль к «Ирано-израильская война 2026» (−1 г.),vol_ratio,1.5,20.0,False,26
IRN-USA,2025-02-28,0,контроль к «Ирано-израильская война 2026» (−1 г.),vol_ratio,2.5,,False,26
IRN-USA,2025-06-13,1,Двенадцатидневная война,z_tone,1.0,6.0,False,26
IRN-USA,2025-06-13,1,Двенадцатидневная война,z_tone,2.0,5.0,False,26
IRN-USA,2025-06-13,1,Двенадцатидневная война,z_vol,1.0,1.0,False,26
IRN-USA,2025-06-13,1,Двенадцатидневная война,z_vol,2.0,,False,26
IRN-USA,2025-06-13,1,Двенадцатидневная война,vol_ratio,1.5,,False,26
IRN-USA,2025-06-13,1,Двенадцатидневная война,vol_ratio,2.5,,False,26
IRN-USA,2026-02-28,1,Ирано-израильская война 2026,z_tone,1.0,,False,26
IRN-USA,2026-02-28,1,Ирано-израильская война 2026,z_tone,2.0,,False,26
IRN-USA,2026-02-28,1,Ирано-израильская война 2026,z_vol,1.0,25.0,False,26
IRN-USA,2026-02-28,1,Ирано-израильская война 2026,z_vol,2.0,,False,26
IRN-USA,2026-02-28,1,Ирано-израильская война 2026,vol_ratio,1.5,25.0,False,26
IRN-USA,2026-02-28,1,Ирано-израильская война 2026,vol_ratio,2.5,,False,26
KGZ-TJK,2020-04-28,0,"контроль к «Киргизия — Таджикистан, апрель 2021» (−1 г.)",z_tone,1.0,23.0,False,24
KGZ-TJK,2020-04-28,0,"контроль к «Киргизия — Таджикистан, апрель 2021» (−1 г.)",z_tone,2.0,22.0,False,24
KGZ-TJK,2020-04-28,0,"контроль к «Киргизия — Таджикистан, апрель 2021» (−1 г.)",z_vol,1.0,22.0,False,24
KGZ-TJK,2020-04-28,0,"контроль к «Киргизия — Таджикистан, апрель 2021» (−1 г.)",z_vol,2.0,,False,24
KGZ-TJK,2020-04-28,0,"контроль к «Киргизия — Таджикистан, апрель 2021» (−1 г.)",vol_ratio,1.5,24.0,True,24
KGZ-TJK,2020-04-28,0,"контроль к «Киргизия — Таджикистан, апрель 2021» (−1 г.)",vol_ratio,2.5,,False,24
KGZ-TJK,2021-04-28,1,"Киргизия — Таджикистан, апрель 2021",z_tone,1.0,3.0,False,20
KGZ-TJK,2021-04-28,1,"Киргизия — Таджикистан, апрель 2021",z_tone,2.0,2.0,False,20
KGZ-TJK,2021-04-28,1,"Киргизия — Таджикистан, апрель 2021",z_vol,1.0,20.0,True,20
KGZ-TJK,2021-04-28,1,"Киргизия — Таджикистан, апрель 2021",z_vol,2.0,20.0,True,20
KGZ-TJK,2021-04-28,1,"Киргизия — Таджикистан, апрель 2021",vol_ratio,1.5,20.0,True,20
KGZ-TJK,2021-04-28,1,"Киргизия — Таджикистан, апрель 2021",vol_ratio,2.5,14.0,False,20
KGZ-TJK,2021-09-14,0,"контроль к «Киргизия — Таджикистан, сент. 2022» (−1 г.)",z_tone,1.0,,False,24
KGZ-TJK,2021-09-14,0,"контроль к «Киргизия — Таджикистан, сент. 2022» (−1 г.)",z_tone,2.0,,False,24
KGZ-TJK,2021-09-14,0,"контроль к «Киргизия — Таджикистан, сент. 2022» (−1 г.)",z_vol,1.0,4.0,False,24
KGZ-TJK,2021-09-14,0,"контроль к «Киргизия — Таджикистан, сент. 2022» (−1 г.)",z_vol,2.0,2.0,False,24
KGZ-TJK,2021-09-14,0,"контроль к «Киргизия — Таджикистан, сент. 2022» (−1 г.)",vol_ratio,1.5,5.0,False,24
KGZ-TJK,2021-09-14,0,"контроль к «Киргизия — Таджикистан, сент. 2022» (−1 г.)",vol_ratio,2.5,2.0,False,24
KGZ-TJK,2022-09-14,1,"Киргизия — Таджикистан, сент. 2022",z_tone,1.0,19.0,False,20
KGZ-TJK,2022-09-14,1,"Киргизия — Таджикистан, сент. 2022",z_tone,2.0,9.0,False,20
KGZ-TJK,2022-09-14,1,"Киргизия — Таджикистан, сент. 2022",z_vol,1.0,,False,20
KGZ-TJK,2022-09-14,1,"Киргизия — Таджикистан, сент. 2022",z_vol,2.0,,False,20
KGZ-TJK,2022-09-14,1,"Киргизия — Таджикистан, сент. 2022",vol_ratio,1.5,,False,20
KGZ-TJK,2022-09-14,1,"Киргизия — Таджикистан, сент. 2022",vol_ratio,2.5,,False,20
KHM-THA,2024-05-28,0,контроль к «Стычка у храма Та Муэн Тхом» (−1 г.),z_tone,1.0,26.0,True,26
KHM-THA,2024-05-28,0,контроль к «Стычка у храма Та Муэн Тхом» (−1 г.),z_tone,2.0,26.0,True,26
KHM-THA,2024-05-28,0,контроль к «Стычка у храма Та Муэн Тхом» (−1 г.),z_vol,1.0,9.0,False,26
KHM-THA,2024-05-28,0,контроль к «Стычка у храма Та Муэн Тхом» (−1 г.),z_vol,2.0,,False,26
KHM-THA,2024-05-28,0,контроль к «Стычка у храма Та Муэн Тхом» (−1 г.),vol_ratio,1.5,8.0,False,26
KHM-THA,2024-05-28,0,контроль к «Стычка у храма Та Муэн Тхом» (−1 г.),vol_ratio,2.5,,False,26
KHM-THA,2024-12-07,0,"контроль к «Возобновление боёв, декабрь 2025» (−1 г.)",z_tone,1.0,21.0,False,26
KHM-THA,2024-12-07,0,"контроль к «Возобновление боёв, декабрь 2025» (−1 г.)",z_tone,2.0,20.0,False,26
KHM-THA,2024-12-07,0,"контроль к «Возобновление боёв, декабрь 2025» (−1 г.)",z_vol,1.0,1.0,False,26
KHM-THA,2024-12-07,0,"контроль к «Возобновление боёв, декабрь 2025» (−1 г.)",z_vol,2.0,,False,26
KHM-THA,2024-12-07,0,"контроль к «Возобновление боёв, декабрь 2025» (−1 г.)",vol_ratio,1.5,,False,26
KHM-THA,2024-12-07,0,"контроль к «Возобновление боёв, декабрь 2025» (−1 г.)",vol_ratio,2.5,,False,26
KHM-THA,2025-05-28,1,Стычка у храма Та Муэн Тхом,z_tone,1.0,23.0,False,26
KHM-THA,2025-05-28,1,Стычка у храма Та Муэн Тхом,z_tone,2.0,23.0,False,26
KHM-THA,2025-05-28,1,Стычка у храма Та Муэн Тхом,z_vol,1.0,,False,26
KHM-THA,2025-05-28,1,Стычка у храма Та Муэн Тхом,z_vol,2.0,,False,26
KHM-THA,2025-05-28,1,Стычка у храма Та Муэн Тхом,vol_ratio,1.5,,False,26
KHM-THA,2025-05-28,1,Стычка у храма Та Муэн Тхом,vol_ratio,2.5,,False,26
KHM-THA,2025-12-07,1,"Возобновление боёв, декабрь 2025",z_tone,1.0,25.0,False,26
KHM-THA,2025-12-07,1,"Возобновление боёв, декабрь 2025",z_tone,2.0,16.0,False,26
KHM-THA,2025-12-07,1,"Возобновление боёв, декабрь 2025",z_vol,1.0,,False,26
KHM-THA,2025-12-07,1,"Возобновление боёв, декабрь 2025",z_vol,2.0,,False,26
KHM-THA,2025-12-07,1,"Возобновление боёв, декабрь 2025",vol_ratio,1.5,,False,26
KHM-THA,2025-12-07,1,"Возобновление боёв, декабрь 2025",vol_ratio,2.5,,False,26
RUS-TUR,2014-11-24,0,контроль к «Сбитый Су-24» (−1 г.),z_tone,1.0,15.0,False,26
RUS-TUR,2014-11-24,0,контроль к «Сбитый Су-24» (−1 г.),z_tone,2.0,,False,26
RUS-TUR,2014-11-24,0,контроль к «Сбитый Су-24» (−1 г.),z_vol,1.0,2.0,False,26
RUS-TUR,2014-11-24,0,контроль к «Сбитый Су-24» (−1 г.),z_vol,2.0,,False,26
RUS-TUR,2014-11-24,0,контроль к «Сбитый Су-24» (−1 г.),vol_ratio,1.5,2.0,False,26
RUS-TUR,2014-11-24,0,контроль к «Сбитый Су-24» (−1 г.),vol_ratio,2.5,,False,26
RUS-TUR,2015-11-24,1,Сбитый Су-24,z_tone,1.0,3.0,False,26
RUS-TUR,2015-11-24,1,Сбитый Су-24,z_tone,2.0,,False,26
RUS-TUR,2015-11-24,1,Сбитый Су-24,z_vol,1.0,,False,26
RUS-TUR,2015-11-24,1,Сбитый Су-24,z_vol,2.0,,False,26
RUS-TUR,2015-11-24,1,Сбитый Су-24,vol_ratio,1.5,,False,26
RUS-TUR,2015-11-24,1,Сбитый Су-24,vol_ratio,2.5,,False,26
RUS-UKR,2014-02-27,1,Аннексия Крыма,z_tone,1.0,,False,26
RUS-UKR,2014-02-27,1,Аннексия Крыма,z_tone,2.0,,False,26
RUS-UKR,2014-02-27,1,Аннексия Крыма,z_vol,1.0,26.0,True,26
RUS-UKR,2014-02-27,1,Аннексия Крыма,z_vol,2.0,26.0,True,26
RUS-UKR,2014-02-27,1,Аннексия Крыма,vol_ratio,1.5,26.0,True,26
RUS-UKR,2014-02-27,1,Аннексия Крыма,vol_ratio,2.5,26.0,True,26
RUS-UKR,2021-02-24,0,контроль к «Полномасштабное вторжение в Украину» (−1 г.),z_tone,1.0,26.0,True,26
RUS-UKR,2021-02-24,0,контроль к «Полномасштабное вторжение в Украину» (−1 г.),z_tone,2.0,25.0,False,26
RUS-UKR,2021-02-24,0,контроль к «Полномасштабное вторжение в Украину» (−1 г.),z_vol,1.0,26.0,True,26
RUS-UKR,2021-02-24,0,контроль к «Полномасштабное вторжение в Украину» (−1 г.),z_vol,2.0,23.0,False,26
RUS-UKR,2021-02-24,0,контроль к «Полномасштабное вторжение в Украину» (−1 г.),vol_ratio,1.5,25.0,False,26
RUS-UKR,2021-02-24,0,контроль к «Полномасштабное вторжение в Украину» (−1 г.),vol_ratio,2.5,,False,26
RUS-UKR,2022-02-24,1,Полномасштабное вторжение в Украину,z_tone,1.0,25.0,False,26
RUS-UKR,2022-02-24,1,Полномасштабное вторжение в Украину,z_tone,2.0,5.0,False,26
RUS-UKR,2022-02-24,1,Полномасштабное вторжение в Украину,z_vol,1.0,26.0,True,26
RUS-UKR,2022-02-24,1,Полномасштабное вторжение в Украину,z_vol,2.0,7.0,False,26
RUS-UKR,2022-02-24,1,Полномасштабное вторжение в Украину,vol_ratio,1.5,26.0,True,26
RUS-UKR,2022-02-24,1,Полномасштабное вторжение в Украину,vol_ratio,2.5,26.0,True,26
SYR-TUR,2019-02-27,0,контроль к «Операция «Весенний щит»» (−1 г.),z_tone,1.0,,False,26
SYR-TUR,2019-02-27,0,контроль к «Операция «Весенний щит»» (−1 г.),z_tone,2.0,,False,26
SYR-TUR,2019-02-27,0,контроль к «Операция «Весенний щит»» (−1 г.),z_vol,1.0,,False,26
SYR-TUR,2019-02-27,0,контроль к «Операция «Весенний щит»» (−1 г.),z_vol,2.0,,False,26
SYR-TUR,2019-02-27,0,контроль к «Операция «Весенний щит»» (−1 г.),vol_ratio,1.5,,False,26
SYR-TUR,2019-02-27,0,контроль к «Операция «Весенний щит»» (−1 г.),vol_ratio,2.5,,False,26
SYR-TUR,2020-02-27,1,Операция «Весенний щит»,z_tone,1.0,25.0,False,26
SYR-TUR,2020-02-27,1,Операция «Весенний щит»,z_tone,2.0,25.0,False,26
SYR-TUR,2020-02-27,1,Операция «Весенний щит»,z_vol,1.0,24.0,False,26
SYR-TUR,2020-02-27,1,Операция «Весенний щит»,z_vol,2.0,24.0,False,26
SYR-TUR,2020-02-27,1,Операция «Весенний щит»,vol_ratio,1.5,24.0,False,26
SYR-TUR,2020-02-27,1,Операция «Весенний щит»,vol_ratio,2.5,22.0,False,26
SYR-USA,2016-04-07,0,контроль к «Удар по авиабазе Шайрат» (−1 г.),z_tone,1.0,,False,26
SYR-USA,2016-04-07,0,контроль к «Удар по авиабазе Шайрат» (−1 г.),z_tone,2.0,,False,26
SYR-USA,2016-04-07,0,контроль к «Удар по авиабазе Шайрат» (−1 г.),z_vol,1.0,,False,26
SYR-USA,2016-04-07,0,контроль к «Удар по авиабазе Шайрат» (−1 г.),z_vol,2.0,,False,26
SYR-USA,2016-04-07,0,контроль к «Удар по авиабазе Шайрат» (−1 г.),vol_ratio,1.5,,False,26
SYR-USA,2016-04-07,0,контроль к «Удар по авиабазе Шайрат» (−1 г.),vol_ratio,2.5,,False,26
SYR-USA,2016-04-14,0,контроль к «Удары по объектам ОМУ в Сирии» (−2 г.),z_tone,1.0,,False,26
SYR-USA,2016-04-14,0,контроль к «Удары по объектам ОМУ в Сирии» (−2 г.),z_tone,2.0,,False,26
SYR-USA,2016-04-14,0,контроль к «Удары по объектам ОМУ в Сирии» (−2 г.),z_vol,1.0,,False,26
SYR-USA,2016-04-14,0,контроль к «Удары по объектам ОМУ в Сирии» (−2 г.),z_vol,2.0,,False,26
SYR-USA,2016-04-14,0,контроль к «Удары по объектам ОМУ в Сирии» (−2 г.),vol_ratio,1.5,,False,26
SYR-USA,2016-04-14,0,контроль к «Удары по объектам ОМУ в Сирии» (−2 г.),vol_ratio,2.5,,False,26
SYR-USA,2017-04-07,1,Удар по авиабазе Шайрат,z_tone,1.0,26.0,True,26
SYR-USA,2017-04-07,1,Удар по авиабазе Шайрат,z_tone,2.0,26.0,True,26
SYR-USA,2017-04-07,1,Удар по авиабазе Шайрат,z_vol,1.0,3.0,False,26
SYR-USA,2017-04-07,1,Удар по авиабазе Шайрат,z_vol,2.0,2.0,False,26
SYR-USA,2017-04-07,1,Удар по авиабазе Шайрат,vol_ratio,1.5,2.0,False,26
SYR-USA,2017-04-07,1,Удар по авиабазе Шайрат,vol_ratio,2.5,1.0,False,26
SYR-USA,2018-04-14,1,Удары по объектам ОМУ в Сирии,z_tone,1.0,3.0,False,26
SYR-USA,2018-04-14,1,Удары по объектам ОМУ в Сирии,z_tone,2.0,,False,26
SYR-USA,2018-04-14,1,Удары по объектам ОМУ в Сирии,z_vol,1.0,14.0,False,26
SYR-USA,2018-04-14,1,Удары по объектам ОМУ в Сирии,z_vol,2.0,13.0,False,26
SYR-USA,2018-04-14,1,Удары по объектам ОМУ в Сирии,vol_ratio,1.5,12.0,False,26
SYR-USA,2018-04-14,1,Удары по объектам ОМУ в Сирии,vol_ratio,2.5,9.0,False,26
USA-VEN,2025-01-03,0,контроль к «Операция США против Мадуро» (−1 г.),z_tone,1.0,6.0,False,26
USA-VEN,2025-01-03,0,контроль к «Операция США против Мадуро» (−1 г.),z_tone,2.0,4.0,False,26
USA-VEN,2025-01-03,0,контроль к «Операция США против Мадуро» (−1 г.),z_vol,1.0,,False,26
USA-VEN,2025-01-03,0,контроль к «Операция США против Мадуро» (−1 г.),z_vol,2.0,,False,26
USA-VEN,2025-01-03,0,контроль к «Операция США против Мадуро» (−1 г.),vol_ratio,1.5,,False,26
USA-VEN,2025-01-03,0,контроль к «Операция США против Мадуро» (−1 г.),vol_ratio,2.5,,False,26
USA-VEN,2026-01-03,1,Операция США против Мадуро,z_tone,1.0,17.0,False,26
USA-VEN,2026-01-03,1,Операция США против Мадуро,z_tone,2.0,13.0,False,26
USA-VEN,2026-01-03,1,Операция США против Мадуро,z_vol,1.0,26.0,True,26
USA-VEN,2026-01-03,1,Операция США против Мадуро,z_vol,2.0,,False,26
USA-VEN,2026-01-03,1,Операция США против Мадуро,vol_ratio,1.5,17.0,False,26
USA-VEN,2026-01-03,1,Операция США против Мадуро,vol_ratio,2.5,,False,26
